Sample	bins	taxon	total_length	num_contigs	N50	GC_content	percent_completion	percent_redundancy	Marker_lineage	#_genomes	#_markers	#_marker_sets	0	1	2	3	4	5+	Completeness	Contamination	Strain_heterogeneity	classification	reason	lineage	lineage_scores	superkingdom	phylum	class	order	family	genus	species
Azrub	proteobacteria	Unknown	2376748	576	4019	65.71230999901054	35.2112676056338	4.225352112676056	k__Bacteria_(UID203)	5449	104	58	73	30	1	0	0	0	37.12	1.72	0.00	taxid_assigned_(1/2)	based_on_2697/3147_ORFs	1;131567;2;1224;1236;1775403;568386;694019;1969813	1.00;1.00;0.99;0.94;0.49;0.43;0.43;0.31;0.30	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Sinobacteraceae	NA	Sinobacteraceae_bacterium
Azfil_lab	Bacteria	Unknown	5054975	1115	4575	63.06877361329543	50.70422535211268	4.225352112676056	p__Bacteroidetes_(UID2591)	364	303	203	173	105	20	4	1	0	44.35	12.58	2.63	taxid_assigned	based_on_6009/6403_ORFs	1;131567;2;1224;28211;356	1.00;1.00;0.99;0.97;0.79;0.57	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	no_support	no_support	no_support
Azfil_lab	Bacteriodetes1	Unknown	3411010	458	9181	39.95484061750078	63.38028169014085	4.225352112676056	p__Bacteroidetes_(UID2591)	364	303	203	72	224	6	1	0	0	83.04	3.33	11.11	taxid_assigned	based_on_3566/4004_ORFs	1;131567;2;1783270;68336;976	1.00;1.00;1.00;0.95;0.95;0.94	Bacteria	Bacteroidetes	no_support	no_support	no_support	no_support	no_support
Azfil_lab	Bacteriodetes2	Unknown	954194	44	42791	37.44095629816968	84.50704225352112	2.816901408450704	k__Bacteria_(UID2495)	2993	143	89	19	124	0	0	0	0	81.75	0.00	0.00	taxid_assigned	based_on_651/1012_ORFs	1;131567;2;2323;1783234;95901;1104668	1.00;1.00;0.97;0.69;0.69;0.68;0.34	Bacteria	no_support	no_support	no_support	no_support	no_support	no_support
Azfil_lab	Bacteriodetes3	Unknown	2294128	573	4146	43.87536585373008	53.521126760563384	2.816901408450704	p__Bacteroidetes_(UID2591)	364	303	203	171	130	2	0	0	0	41.92	0.51	0.00	taxid_assigned	based_on_2486/2809_ORFs	1;131567;2;1783270;68336;976	1.00;1.00;1.00;0.90;0.90;0.89	Bacteria	Bacteroidetes	no_support	no_support	no_support	no_support	no_support
Azfil_lab	Bradyrhizobiaceae	Unknown	8012715	363	41067	64.98720813990182	64.78873239436619	11.267605633802816	k__Bacteria_(UID203)	5449	104	58	48	43	13	0	0	0	73.43	18.97	69.23	taxid_assigned	based_on_7752/7910_ORFs	1;131567;2;1224;28211;356;41294;374	1.00;1.00;1.00;0.99;0.95;0.94;0.86;0.43	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	no_support
Azfil_lab	Bradyrhizobiaceae2	Unknown	4954686	267	26523	62.87640055321676	54.929577464788736	1.408450704225352	k__Bacteria_(UID203)	5449	104	58	57	43	4	0	0	0	63.05	4.02	25.00	taxid_assigned	based_on_4734/4905_ORFs	1;131567;2;1224;28211;356;41294	1.00;1.00;0.98;0.95;0.78;0.74;0.36	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	no_support	no_support
Azfil_lab	Bradyrhizobiaceae3	Unknown	5750652	101	92206	63.254430691084075	73.2394366197183	1.408450704225352	g__Bradyrhizobium_(UID3699)	37	824	336	308	484	30	2	0	0	64.12	4.52	36.11	taxid_assigned	based_on_5323/5438_ORFs	1;131567;2;1224;28211;356;41294;374	1.00;1.00;1.00;0.99;0.96;0.95;0.87;0.51	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	no_support
Azfil_lab	Bradyrhizobium	Unknown	8798994	118	159660	64.38557249820305	95.77464788732394	9.859154929577464	g__Bradyrhizobium_(UID3699)	37	824	336	69	659	96	0	0	0	94.50	13.58	27.08	taxid_assigned	based_on_8169/8270_ORFs	1;131567;2;1224;28211;356;41294;374	1.00;1.00;1.00;0.99;0.98;0.97;0.61;0.57	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	no_support
Azfil_lab	Burkholderiales	Unknown	5596659	617	12818	63.58681434670764	87.32394366197182	30.985915492957748	o__Burkholderiales_(UID4000)	193	427	214	41	325	57	4	0	0	87.30	13.34	10.14	taxid_assigned	based_on_5423/5745_ORFs	1;131567;2;1224;28216;80840;119065;80841;1891238	1.00;1.00;0.99;0.98;0.93;0.91;0.82;0.62;0.62	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	NA	Burkholderiales_bacterium
Azfil_lab	Hyphomicrobium	Unknown	3835876	6	1149303	59.63635956884503	100.0	0.0	o__Rhizobiales_(UID3447)	356	410	246	10	398	2	0	0	0	96.54	0.41	0.00	taxid_assigned	based_on_3567/3760_ORFs	1;131567;2;1224;28211;356;45401;81;82	1.00;1.00;1.00;1.00;0.99;0.99;0.98;0.98;0.77	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium_sp.
Azfil_lab	Ralstonia_1	Unknown	5177591	416	18243	63.667851159836786	66.19718309859155	5.633802816901408	f__Burkholderiaceae_(UID4003)	91	596	218	150	423	23	0	0	0	79.69	4.41	0.00	taxid_assigned	based_on_5514/5584_ORFs	1;131567;2;1224;28216;80840;119060;48736	1.00;1.00;0.99;0.70;0.62;0.62;0.59;0.30	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	no_support
Azfil_lab	Rhizobiaceae_endophytic	Unknown	5175253	6	1097030	60.44316151405555	100.0	0.0	o__Rhizobiales_(UID3449)	345	431	258	3	428	0	0	0	0	98.84	0.00	0.00	taxid_assigned	based_on_4780/4818_ORFs	1;131567;2;1224;28211;356;82115;227290;379;1125979	1.00;1.00;0.99;0.99;0.99;0.98;0.43;0.42;0.41;0.40	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium_sp._PDO1-076
Azfil_lab	Rhizobiales	Unknown	4393685	47	202403	58.86435653595036	85.91549295774648	0.0	f__Rhizobiaceae_(UID3563)	81	808	337	26	771	11	0	0	0	97.13	1.43	0.00	taxid_assigned	based_on_4002/4137_ORFs	1;131567;2;1224;28211;356	1.00;1.00;0.97;0.97;0.94;0.88	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	no_support	no_support	no_support
Azfil_lab	Sinobacteraceae	Unknown	3873253	16	378035	60.2225802461198	97.1830985915493	2.816901408450704	c__Gammaproteobacteria_(UID4202)	67	481	276	12	464	5	0	0	0	96.74	0.94	0.00	taxid_assigned	based_on_3409/3556_ORFs	1;131567;2;1224;1236;1775403;568386;694019;2029166	1.00;1.00;0.98;0.96;0.87;0.85;0.85;0.76;0.76	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Sinobacteraceae	NA	Sinobacteraceae_bacterium_GT1R17
Azfil_lab	Sphingobacteriales	Unknown	7746515	47	365847	49.87519858717706	94.36619718309859	0.0	p__Bacteroidetes_(UID2591)	364	302	203	2	294	6	0	0	0	99.01	2.22	0.00	taxid_assigned	based_on_5972/6307_ORFs	1;131567;2;1783270;68336;976;117747;200666;1159429;203473;1895841	1.00;1.00;0.99;0.96;0.96;0.96;0.77;0.77;0.75;0.75;0.74	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	NA	NA	Sphingobacteriales_bacterium_50-39
Azfil_lab	Sphingomonas	Unknown	4301765	38	174784	67.82764527988769	94.36619718309859	0.0	o__Sphingomonadales_(UID3310)	26	569	293	25	539	3	2	0	0	94.52	1.21	0.00	taxid_assigned	based_on_3934/4039_ORFs	1;131567;2;1224;28211;204457;41297;13687	1.00;1.00;1.00;0.98;0.96;0.95;0.95;0.93	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	no_support
Azfil_lab	Trichormus_azollae	Unknown	4719630	366	18306	38.318395376111845	95.77464788732394	2.816901408450704	p__Cyanobacteria_(UID2189)	82	579	450	9	570	0	0	0	0	98.11	0.00	0.00	taxid_assigned	based_on_5106/5217_ORFs	1;131567;2;1783272;1798711;1117;1161;1162;264688;1164	1.00;1.00;1.00;1.00;1.00;1.00;0.98;0.87;0.81;0.81	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Trichormus	Trichormus_azollae
Azfil_minuscyano	Paenibacillus_lab	Unknown	8070506	53	315105	45.08565435682443	100.0	5.633802816901408	f__Paenibacillaceae_(UID971)	46	481	186	2	473	5	1	0	0	99.19	1.49	0.00	taxid_assigned	based_on_6783/7009_ORFs	1;131567;2;1783272;1239;91061;1385;186822;44249	1.00;1.00;1.00;0.99;0.98;0.98;0.98;0.94;0.91	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	no_support
Azfil_minuscyano	Ralstonia_maybewild	Unknown	5544714	6	3603312	63.369520229954446	100.0	2.816901408450704	f__Burkholderiaceae_(UID4003)	91	596	218	1	590	5	0	0	0	99.94	1.24	20.00	taxid_assigned	based_on_5230/5260_ORFs	1;131567;2;1224;28216;80840;119060;48736	1.00;1.00;1.00;0.68;0.66;0.65;0.65;0.31	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	no_support
Azfil_minuscyano	Rhizobiales_endophytic	Unknown	5211907	10	1041058	60.373651661396465	100.0	0.0	o__Rhizobiales_(UID3449)	345	431	258	0	431	0	0	0	0	100.00	0.00	0.00	taxid_assigned	based_on_4813/4850_ORFs	1;131567;2;1224;28211;356;82115;227290;379;1125979	1.00;1.00;0.99;0.99;0.99;0.98;0.43;0.42;0.41;0.40	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium_sp._PDO1-076
Azfil_minuscyano	Rhizobiales_lab	Unknown	6295410	147	79816	68.58378708851058	100.0	0.0	o__Rhizobiales_(UID3654)	92	481	319	10	466	5	0	0	0	97.87	1.20	0.00	taxid_assigned	based_on_5607/5992_ORFs	1;131567;2;1224;28211;356	1.00;1.00;0.98;0.90;0.77;0.60	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	no_support	no_support	no_support
Azfil_minuscyano	Rhizobiales_wild	Unknown	5591330	6	4195724	61.53777608274753	100.0	0.0	o__Rhizobiales_(UID3449)	345	431	258	1	430	0	0	0	0	99.61	0.00	0.00	taxid_assigned	based_on_5030/5249_ORFs	1;131567;2;1224;28211;356	1.00;0.99;0.93;0.91;0.85;0.67	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	no_support	no_support	no_support
Azfil_wild	Caulobacter	Unknown	3972807	451	11201	67.64501723164017	81.69014084507042	2.816901408450704	c__Alphaproteobacteria_(UID3422)	26	529	308	94	421	13	1	0	0	83.63	2.34	12.50	taxid_assigned	based_on_4050/4146_ORFs	1;131567;2;1224;28211;204458;76892;75	1.00;1.00;0.93;0.93;0.91;0.90;0.89;0.89	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	no_support
Azfil_wild	Comamonadaceae	Unknown	4157220	79	87407	67.43055903706284	92.95774647887323	4.225352112676056	o__Burkholderiales_(UID4000)	193	427	214	37	384	6	0	0	0	93.95	1.50	66.67	taxid_assigned	based_on_4028/4144_ORFs	1;131567;2;1224;28216;80840;80864	1.00;1.00;0.98;0.95;0.90;0.66;0.46	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	no_support	no_support
Azfil_wild	Curvibacter	Unknown	3570984	73	80558	62.18092458341257	95.77464788732394	4.225352112676056	o__Burkholderiales_(UID4000)	193	427	214	11	409	7	0	0	0	97.43	1.15	42.86	taxid_assigned	based_on_3299/3359_ORFs	1;131567;2;1224;28216;80840;80864;281915	1.00;1.00;0.99;0.97;0.94;0.85;0.74;0.59	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Curvibacter	no_support
Azfil_wild	Cyanobacteria	Unknown	5753441	269	31964	44.296068721463065	95.77464788732394	5.633802816901408	p__Cyanobacteria_(UID2189)	82	579	450	13	565	1	0	0	0	97.56	0.22	0.00	taxid_assigned	based_on_4805/5209_ORFs	1;131567;2;1783272;1798711;1117	1.00;1.00;1.00;0.97;0.96;0.96	Bacteria	Cyanobacteria	no_support	no_support	no_support	no_support	no_support
Azfil_wild	Ferrovibrio	Unknown	4047886	373	15652	64.31670120489498	66.19718309859155	7.042253521126761	c__Alphaproteobacteria_(UID3305)	564	349	230	71	269	9	0	0	0	86.48	2.35	55.56	taxid_assigned	based_on_4193/4361_ORFs	1;131567;2;1224;28211;204441;41295;1231242;1917215*	1.00;1.00;1.00;0.96;0.90;0.83;0.82;0.80;0.80	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Ferrovibrio	Ferrovibrio_sp.*
Azfil_wild	Polaromonas	Unknown	5150917	906	6335	63.63616187671026	74.64788732394366	23.943661971830984	o__Burkholderiales_(UID4000)	193	427	214	151	229	38	9	0	0	63.63	11.13	3.08	taxid_assigned	based_on_5764/5991_ORFs	1;131567;2;1224;28216;80840;80864;52972	1.00;1.00;0.99;0.97;0.76;0.72;0.59;0.54	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	no_support
Azfil_wild	Rhizobiales	Unknown	5343762	269	31095	61.48964228183604	91.54929577464789	5.633802816901408	f__Rhizobiaceae_(UID3563)	81	808	337	87	686	34	1	0	0	87.34	2.88	54.05	taxid_assigned	based_on_5118/5358_ORFs	1;131567;2;1224;28211;356	1.00;0.99;0.94;0.91;0.85;0.68	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	no_support	no_support	no_support
Azfil_wild	Rhizobium	Unknown	5248762	111	77133	60.550399727002855	98.59154929577464	11.267605633802816	o__Rhizobiales_(UID3449)	345	431	258	6	410	15	0	0	0	98.58	2.01	93.33	taxid_assigned	based_on_4957/5003_ORFs	1;131567;2;1224;28211;356;82115;227290;379;1125979	1.00;1.00;0.99;0.99;0.98;0.97;0.42;0.42;0.41;0.39	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium_sp._PDO1-076
Azfil_wild	Rhodospirillaceae	Unknown	5421516	20	477178	61.53678395879203	100.0	1.408450704225352	c__Alphaproteobacteria_(UID3305)	564	348	229	2	344	2	0	0	0	99.34	0.87	50.00	taxid_assigned	based_on_4654/4993_ORFs	1;131567;2;1224;28211;204441;41295	1.00;1.00;0.99;0.92;0.82;0.61;0.59	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	no_support	no_support
Azfil_wild	Trichormus	Unknown	4794733	353	19150	38.3220901528253	95.77464788732394	2.816901408450704	p__Cyanobacteria_(UID2189)	82	579	450	10	569	0	0	0	0	97.89	0.00	0.00	taxid_assigned	based_on_5237/5345_ORFs	1;131567;2;1783272;1798711;1117;1161;1162;264688;1164	1.00;1.00;1.00;1.00;1.00;1.00;0.98;0.86;0.81;0.80	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Trichormus	Trichormus_azollae
Azfil_wild	rest_1	Unknown	2486851	691	3417	66.94173513129459	36.61971830985915	7.042253521126761	k__Bacteria_(UID203)	5449	104	58	76	26	2	0	0	0	22.96	1.72	0.00	taxid_assigned	based_on_2921/3144_ORFs	1;131567;2;1224;28216;80840	1.00;1.00;0.99;0.96;0.71;0.67	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	no_support	no_support	no_support
Azfil_wild	rest_2	Unknown	2096161	217	12480	64.5334491751193	0.0	0.0	o__Burkholderiales_(UID4000)	193	427	214	270	135	22	0	0	0	36.55	6.37	4.55	taxid_assigned_(1/2)	based_on_2221/2261_ORFs	1;131567;2;1224;1236;1775403;568386;243627;243629	1.00;0.99;0.98;0.81;0.34;0.34;0.34;0.34;0.33	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Sinobacteraceae	Hydrocarboniphaga	Hydrocarboniphaga_effusa
Azfil_wild	rest_3	Unknown	1086683	104	15059	37.22054460673276	0.0	0.0	k__Bacteria_(UID203)	5449	104	58	95	9	0	0	0	0	4.78	0.00	0.00	taxid_assigned	based_on_171/952_ORFs	1;131567;2	1.00;0.83;0.30	Bacteria	no_support	no_support	no_support	no_support	no_support	no_support
Azfil_wild	rest_4	Unknown	863829	139	7171	65.6686240103376	28.169014084507044	5.633802816901408	k__Bacteria_(UID2982)	88	230	148	175	51	3	1	0	0	18.65	1.47	0.00	taxid_assigned	based_on_1062/1168_ORFs	1;131567;2;1224;28211;356	1.00;1.00;0.99;0.71;0.46;0.42	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	no_support	no_support	no_support
Azfil_wild	rest_5	Unknown	3378806	819	4058	64.12095740892204	39.436619718309856	9.859154929577464	k__Bacteria_(UID203)	5449	104	58	79	22	3	0	0	0	26.25	2.04	0.00	taxid_assigned	based_on_4032/4198_ORFs	1;131567;2;1224;28216;80840	1.00;1.00;1.00;0.99;0.71;0.68	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	no_support	no_support	no_support
Azfil_wild	rest_6	Unknown	3398031	599	6252	61.498283801825714	29.577464788732396	0.0	k__Bacteria_(UID203)	5449	104	58	71	33	0	0	0	0	42.32	0.00	0.00	taxid_assigned	based_on_3778/3892_ORFs	1;131567;2;1224;28211;356;82115;227290	1.00;1.00;0.99;0.99;0.98;0.96;0.38;0.37	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	no_support	no_support
Azfil_wild	rest_7	Unknown	1362632	354	3762	60.193698050177204	0.0	0.0	k__Bacteria_(UID203)	5449	104	58	94	10	0	0	0	0	14.29	0.00	0.00	taxid_assigned	based_on_1658/1777_ORFs	1;131567;2;1224;28211;356	1.00;0.99;0.97;0.93;0.85;0.69	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	no_support	no_support	no_support
Azmex	Asticcacaulis	Unknown	5192014	76	96825	62.99368360084503	100.0	0.0	c__Alphaproteobacteria_(UID3422)	26	529	308	3	523	2	1	0	0	99.46	1.14	0.00	taxid_assigned	based_on_4198/4537_ORFs	1;131567;2;1224;28211;204458;76892;76890	1.00;1.00;0.99;0.95;0.89;0.79;0.79;0.75	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	no_support
Azmex	Bradyrhizobiaceae	Unknown	6645540	279	35021	64.43204274651964	53.521126760563384	4.225352112676056	k__Bacteria_(UID203)	5449	104	58	54	49	1	0	0	0	69.83	1.72	0.00	taxid_assigned	based_on_6419/6663_ORFs	1;131567;2;1224;28211;356;41294;374	1.00;1.00;1.00;0.99;0.93;0.90;0.84;0.38	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	no_support
Azmex	Burkholderiales1	Unknown	3206613	416	9851	69.26793727592016	66.19718309859155	14.084507042253522	o__Burkholderiales_(UID4000)	193	426	214	155	221	50	0	0	0	69.53	10.57	6.00	taxid_assigned	based_on_3288/3422_ORFs	1;131567;2;1224;28216;80840	1.00;1.00;0.99;0.98;0.94;0.84	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	no_support	no_support	no_support
Azmex	Burkholderiales2	Unknown	3948063	474	10301	68.95160747184916	80.28169014084507	19.718309859154928	g__Bradyrhizobium_(UID3699)	37	824	336	358	378	82	6	0	0	53.78	9.07	2.00	taxid_assigned_(1/2)	based_on_3938/4159_ORFs	1;131567;2;1224;28216;80840	1.00;1.00;0.91;0.88;0.35;0.32	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	no_support	no_support	no_support
Azmex	Burkholderiales2	Unknown	3948063	474	10301	68.95160747184916	80.28169014084507	19.718309859154928	g__Bradyrhizobium_(UID3699)	37	824	336	358	378	82	6	0	0	53.78	9.07	2.00	taxid_assigned_(2/2)	based_on_3938/4159_ORFs	1;131567;2;1224;28211	1.00;1.00;0.91;0.88;0.48	Bacteria	Proteobacteria	Alphaproteobacteria	no_support	no_support	no_support	no_support
Azmex	Herbaspirillum	Unknown	5166599	46	192827	62.273604377796396	100.0	1.408450704225352	o__Burkholderiales_(UID4002)	107	574	251	1	572	1	0	0	0	99.95	0.40	0.00	taxid_assigned	based_on_4577/4662_ORFs	1;131567;2;1224;28216;80840;75682;963	1.00;1.00;1.00;1.00;0.97;0.97;0.96;0.94	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	no_support
Azmex	Methylophilaceae	Unknown	2623865	131	36425	45.468423539987164	56.33802816901409	2.816901408450704	c__Betaproteobacteria_(UID3888)	323	387	234	47	334	6	0	0	0	94.31	0.96	33.33	taxid_assigned	based_on_2382/2536_ORFs	1;131567;2;1224;28216;32003;32011	1.00;1.00;0.96;0.93;0.88;0.85;0.82	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	no_support	no_support
Azmex	Methylophilaceae2	Unknown	3028250	23	289505	50.73630145082504	94.36619718309859	1.408450704225352	c__Betaproteobacteria_(UID3888)	323	387	234	25	362	0	0	0	0	96.58	0.00	0.00	taxid_assigned	based_on_2793/2850_ORFs	1;131567;2;1224;28216;32003;32011	1.00;1.00;0.97;0.95;0.91;0.90;0.89	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	no_support	no_support
Azmex	Nevskia_soli	Unknown	5443672	359	23376	68.11913953043856	97.1830985915493	5.633802816901408	c__Gammaproteobacteria_(UID4202)	67	481	276	34	433	13	0	0	1	92.63	4.82	7.14	taxid_assigned	based_on_4842/5271_ORFs	1;131567;2;1224;1236;1775403;568386;64001;418856	1.00;1.00;1.00;0.94;0.83;0.78;0.78;0.70;0.69	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Sinobacteraceae	Nevskia	Nevskia_soli
Azmex	Novosphingobium	Unknown	4070397	84	97063	65.19181473675876	97.1830985915493	0.0	o__Sphingomonadales_(UID3310)	26	569	293	24	542	3	0	0	0	96.83	0.40	0.00	taxid_assigned	based_on_3688/3811_ORFs	1;131567;2;1224;28211;204457;41297;165696	1.00;1.00;1.00;0.97;0.94;0.89;0.84;0.76	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	no_support
Azmex	Rhizobiales	Unknown	4593235	57	149850	59.09260039539317	60.563380281690144	5.633802816901408	f__Rhizobiaceae_(UID3563)	81	808	337	67	728	12	1	0	0	95.34	1.40	6.67	taxid_assigned	based_on_4177/4373_ORFs	1;131567;2;1224;28211;356	1.00;0.99;0.97;0.97;0.94;0.87	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	no_support	no_support	no_support
